Date,Status,AN,AP,AR,AS,BR,CH,CT,DD,DL,DN,GA,GJ,HP,HR,JH,JK,KA,KL,LA,LD,MH,ML,MN,MP,MZ,NL,OR,PB,PY,RJ,SK,TG,TN,TR,UN,UP,UT,Total,WB
20 Jul,Confirmed,4,4074,50,1093,1076,20,191,0,954,21,196,998,110,694,225,751,3648,794,17,0,8240,19,14,710,13,33,673,410,93,956,22,1198,4985,202,0,1913,127,36806,2282
20 Jul,Recovered,6,1338,3,1072,938,30,169,0,1784,15,143,777,8,433,117,463,730,245,4,0,5460,3,85,373,1,39,457,583,111,465,2,1885,3861,86,0,986,96,24303,1535
20 Jul,Deceased,0,54,0,1,8,0,4,0,35,0,1,20,0,6,4,10,72,1,0,0,176,0,0,17,0,0,6,8,1,9,0,7,70,2,0,46,3,596,35
21 Jul,Confirmed,5,4944,68,1680,1109,14,133,0,1349,28,174,1026,33,604,418,608,3649,720,3,0,8336,21,90,785,0,9,647,379,87,983,25,1430,4965,252,0,2128,207,39170,2261
21 Jul,Recovered,8,1346,18,938,1206,0,170,0,1200,10,88,744,10,726,107,181,1664,274,3,0,7188,18,64,573,0,1,400,271,53,549,16,2062,4894,81,0,1024,85,27589,1617
21 Jul,Deceased,0,62,0,6,11,0,1,0,27,0,3,34,1,9,8,9,61,1,0,0,246,0,0,18,0,0,8,1,1,9,0,7,75,1,0,37,0,671,35
22 Jul,Confirmed,9,6045,91,972,1502,29,268,0,1227,36,149,1020,61,724,487,453,4764,1038,8,0,10576,24,45,747,20,54,1078,412,121,961,108,1555,5849,126,0,2300,451,45601,2291
22 Jul,Recovered,4,6553,11,1317,1135,8,116,0,1532,15,92,837,28,745,106,152,1780,272,8,0,5552,7,34,579,11,1,440,252,51,620,4,1281,4913,107,0,1645,52,31875,1615
22 Jul,Deceased,0,65,0,2,10,1,0,0,29,0,2,28,0,8,3,10,55,1,0,0,280,0,0,14,0,0,6,6,1,6,0,9,518,1,0,34,2,1130,39
23 Jul,Confirmed,19,7998,42,1047,1625,20,371,0,1041,45,174,1078,109,789,482,718,5030,1078,4,0,9895,20,55,632,9,90,1264,438,120,886,22,1567,6472,206,0,2516,145,48443,2436
23 Jul,Recovered,7,5428,20,1349,1083,5,157,0,1415,23,114,718,31,552,206,102,2071,432,7,0,6484,5,42,523,4,44,643,100,31,451,10,1661,5210,39,0,2303,50,33326,2006
23 Jul,Deceased,0,61,0,4,4,0,5,0,26,0,1,28,0,6,3,9,97,5,0,0,298,0,0,10,0,0,6,8,3,11,0,9,88,1,0,35,3,755,34
24 Jul,Confirmed,19,8147,65,1130,1820,23,449,0,1025,44,190,1068,120,780,400,353,5007,885,36,0,9615,53,31,736,6,65,1594,477,95,958,17,1640,6785,100,0,2667,272,48888,2216
24 Jul,Recovered,4,2380,58,1062,1873,4,180,0,1866,18,210,872,9,704,100,508,2037,968,10,0,5714,5,31,507,0,7,808,355,83,732,15,1007,6504,59,0,1909,42,32514,1873
24 Jul,Deceased,0,49,0,6,9,0,2,0,32,0,0,26,1,4,9,14,110,4,0,0,278,1,0,11,0,1,8,5,1,8,0,8,88,1,0,50,2,763,35
25 Jul,Confirmed,31,7813,70,1165,2803,29,363,0,1142,37,146,1081,95,783,277,523,5072,1103,30,0,9251,59,30,716,29,50,1320,468,139,1120,22,1593,6988,105,0,2971,244,50072,2404
25 Jul,Recovered,2,3320,36,1294,1688,20,116,0,2137,13,182,782,28,701,167,300,2403,1049,22,0,7227,7,29,622,0,4,728,201,78,759,5,998,7758,79,0,2191,54,37125,2125
25 Jul,Deceased,0,52,0,1,11,0,3,0,29,0,4,22,0,7,7,9,72,5,1,0,257,0,0,8,0,3,10,9,3,11,0,8,89,0,0,39,1,703,42
26 Jul,Confirmed,28,7627,32,1142,2605,35,431,0,1075,49,175,1110,127,794,508,615,5199,927,9,0,9431,56,59,874,0,50,1376,534,133,1132,46,0,6986,37,0,3246,143,48932,2341
26 Jul,Recovered,4,3046,77,985,1788,17,261,0,1807,21,230,753,25,730,183,411,2088,689,6,0,6044,41,1,644,0,8,864,513,84,648,5,0,5471,152,0,1738,71,31502,2097
26 Jul,Deceased,0,56,0,2,17,0,4,0,21,0,2,21,1,3,0,7,82,2,1,0,267,0,0,12,0,0,11,15,2,11,1,0,85,2,0,39,0,704,40
